accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.7077544518999834,0.971971340737391,0.6833393984692524,0.8024913940051792,0.6701341351434514,0.2930510518706735,0.8694751415281256,0.4383567548792628,0.280702238650782,0.4754181868971167,2115200,5102655,317532,11011301,18546688
