accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8568861559673845,0.9582447629732969,0.873377932899412,0.9138452282592454,0.841358204222265,0.4707585738191456,0.7474423149924763,0.5776795624590122,0.4061528943911873,0.6237555493067262,2238731,2516851,756458,17360024,22872064
