accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8317756248447162,0.9590601194380438,0.8423359229726083,0.8969163602824262,0.8130991413416908,0.42179256703196766,0.761826210203179,0.5429664331355837,0.37265197280531087,0.5928755570735008,1853319,2540592,579413,13573364,18546688
