accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8059820707610976,0.9645453081004278,0.8063301153360478,0.8783700075505179,0.7831192224383027,0.38517761713250687,0.8036766894174944,0.520767381619865,0.3520523919964275,0.5675858072173651,1955130,3120788,477602,12993168,18546688
