accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8266681900294004,0.9578288070273349,0.8373677450776209,0.8935566942465641,0.8075937461956934,0.41231816929073384,0.7557963639233586,0.5335582501007322,0.3638455125390308,0.5857196293673621,1838650,2620649,594082,13493307,18546688
