accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.7948892007025729,0.9432032422043037,0.8128721463556187,0.8732012861576856,0.7749399031350709,0.35283406727038513,0.6757735747299743,0.46360911428216095,0.30175205970813324,0.5383459814216021,1643976,3015370,788756,13098586,18546688
