accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8288676123737025,0.9591276840927511,0.8387752827424874,0.8949232625464252,0.8098290663584089,0.41680672382091033,0.7632410803984985,0.5391714014787161,0.36908601188701373,0.5894575391227113,1856761,2597968,575971,13515988,18546688
