accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8461444494034295,0.961255809234624,0.8575235795365217,0.9064315633597396,0.8288750232628731,0.44904786167453314,0.7706294995073767,0.5674443748988981,0.39610634655729404,0.6124906849100835,2308181,2831986,687008,17044889,22872064
