accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8337609388803003,0.9560443398626054,0.8476351182788385,0.8985817889552126,0.8158406860758483,0.42365497247620276,0.7418610023627756,0.5393201111303361,0.36922539650195696,0.5925330412889026,1804749,2455201,627983,13658755,18546688
