accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.7329490850334033,0.976634540979042,0.7096092976796015,0.8219795201921232,0.6977633532535698,0.315736268788455,0.8875474158271441,0.46577696187349266,0.3035914272557587,0.5006773902546642,2159165,4679343,273567,11434613,18546688
