accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8104636795529208,0.9651999301979574,0.8110930674007053,0.8814615303866549,0.7880475766661447,0.39186584776019034,0.8062947336574682,0.5274073847020052,0.35814887241932747,0.5730982245427361,1961499,3044038,471233,13069918,18546688
