accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8352565820032682,0.9637095931506339,0.8421445020909977,0.8988353351720423,0.8162587884278627,0.429774566720854,0.7895465027415632,0.5565835195012676,0.38560147193896227,0.6009301301834125,2364841,3137674,630348,16739201,22872064
