accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8364331701765088,0.9627679180358806,0.8444419457283904,0.8997312711625802,0.8177377467714327,0.4314169633698866,0.7832847943819238,0.5563873523513915,0.38541318771184835,0.6015754672416406,2346086,3092008,649103,16784867,22872064
