accuracy,precision_class0,recall_class0,f1_class0,iou_class0,precision_class1,recall_class1,f1_class1,iou_class1,miou,tp1,fp1,fn1,tn1,total_pixels
0.8416105344522968,0.9570156739376997,0.8561524556725859,0.903778646864948,0.8244490442375142,0.43889332414758714,0.7452876025801445,0.5524523254166431,0.3816470677386524,0.6030480559880833,1813085,2317953,619647,13796003,18546688
